doctor_id,name,specialization,years_experience,department,availability_status
41515,Dr. Sharma,Psychiatry,29,Emergency,Available
41516,Dr. Joshi,Orthopedics,24,Emergency,Available
41517,Dr. Das,Radiology,23,Emergency,Available
41518,Dr. Khan,Cardiology,0,General,Unavailable
41519,Dr. Reddy,Radiology,3,Emergency,Unavailable
41520,Dr. Gupta,Dermatology,4,Surgery,Unavailable
41521,Dr. Joshi,Orthopedics,0,Surgery,Available
41522,Dr. Patel,Neurology,33,Emergency,Available
41523,Dr. Gupta,Dermatology,24,General,Available
41524,Dr. Mehta,Psychiatry,12,General,Unavailable
41525,Dr. Gupta,Cardiology,22,Emergency,Unavailable
41526,Dr. Gupta,Radiology,13,General,Available
41527,Dr. Patel,Psychiatry,7,Surgery,Available
41528,Dr. Singh,Radiology,14,Surgery,Available
41529,Dr. Singh,Neurology,34,General,Available
41530,Dr. Reddy,Neurology,35,Emergency,Unavailable
41531,Dr. Reddy,Pediatrics,39,Emergency,Unavailable
41532,Dr. Patel,Pediatrics,28,General,Available
41533,Dr. Khan,Radiology,20,OPD,Available
41534,Dr. Reddy,Pediatrics,5,General,Unavailable
41535,Dr. Das,Dermatology,16,OPD,Available
41536,Dr. Iyer,Cardiology,29,Emergency,Unavailable
41537,Dr. Joshi,Pediatrics,18,General,Available
41538,Dr. Gupta,Psychiatry,34,Emergency,Available
41539,Dr. Khan,Psychiatry,17,,Unavailable
41540,Dr. Khan,Pediatrics,11,OPD,Unavailable
41541,Dr. Sharma,Neurology,11,Emergency,Unavailable
41542,Dr. Singh,Dermatology,23,OPD,Unavailable
41543,Dr. Sharma,Radiology,4,Surgery,Unavailable
41544,Dr. Khan,Radiology,27,Emergency,Unavailable
41545,Dr. Reddy,Psychiatry,12,Emergency,Available
41546,Dr. Iyer,Orthopedics,6,Emergency,Unavailable
41547,Dr. Joshi,Psychiatry,31,Emergency,Unavailable
41548,Dr. Khan,Dermatology,36,General,Unavailable
41549,Dr. Gupta,Cardiology,37,Surgery,Unavailable
41550,Dr. Das,Cardiology,38,General,Available
41551,Dr. Patel,Radiology,19,Emergency,Unavailable
41552,Dr. Joshi,Pediatrics,5,Emergency,Available
41553,Dr. Joshi,Psychiatry,38,Surgery,Available
41554,Dr. Patel,Dermatology,9,General,Unavailable
41555,Dr. Patel,Cardiology,29,Emergency,Unavailable
41556,Dr. Khan,Cardiology,4,Surgery,Available
41557,Dr. Reddy,Cardiology,12,Emergency,Unavailable
41558,Dr. Gupta,Pediatrics,6,Emergency,Unavailable
41559,Dr. Gupta,Radiology,17,OPD,Unavailable
41560,Dr. Mehta,Dermatology,29,General,Available
41561,Dr. Patel,Radiology,29,Surgery,Available
41562,Dr. Reddy,Pediatrics,23,Emergency,Unavailable
41563,Dr. Singh,Psychiatry,5,Emergency,Available
41564,Dr. Khan,Neurology,32,OPD,Unavailable
41565,Dr. Mehta,Neurology,6,Emergency,Available
41566,Dr. Patel,Orthopedics,9,,Available
41567,Dr. Joshi,Neurology,38,OPD,Available
41568,Dr. Mehta,Dermatology,18,Emergency,Available
41569,Dr. Das,Cardiology,34,OPD,Available
41570,Dr. Patel,Dermatology,28,Surgery,Available
41571,Dr. Mehta,Dermatology,30,Emergency,Unavailable
41572,Dr. Mehta,Psychiatry,30,General,Unavailable
41573,Dr. Singh,Orthopedics,20,Emergency,Available
41574,Dr. Patel,Pediatrics,19,Surgery,Available
41575,Dr. Singh,Radiology,6,Surgery,Unavailable
41576,Dr. Iyer,Neurology,0,Surgery,Unavailable
41577,Dr. Gupta,Dermatology,38,Emergency,Unavailable
41578,Dr. Patel,Neurology,8,Surgery,Unavailable
41579,Dr. Reddy,Cardiology,37,OPD,Unavailable
41580,Dr. Sharma,Pediatrics,14,General,Available
41581,Dr. Joshi,Psychiatry,13,General,Available
41582,Dr. Gupta,Pediatrics,6,Emergency,Unavailable
41583,Dr. Joshi,Radiology,13,General,Unavailable
41584,Dr. Joshi,Psychiatry,34,General,Available
41585,Dr. Joshi,Cardiology,2,Surgery,Available
41586,Dr. Reddy,Pediatrics,5,General,Available
41587,Dr. Joshi,Dermatology,28,Surgery,Available
41588,Dr. Reddy,Psychiatry,32,OPD,Available
41589,Dr. Reddy,Pediatrics,16,General,Available
41590,Dr. Reddy,Dermatology,20,Emergency,Unavailable
41591,Dr. Mehta,Neurology,20,Surgery,Unavailable
41592,Dr. Reddy,Psychiatry,38,General,Unavailable
41593,Dr. Sharma,Pediatrics,23,General,Unavailable
41594,Dr. Mehta,Orthopedics,0,Emergency,Unavailable
41595,Dr. Sharma,Cardiology,3,OPD,Unavailable
41596,Dr. Reddy,Orthopedics,11,OPD,Available
41597,Dr. Mehta,Cardiology,15,Emergency,Available
41598,Dr. Das,Dermatology,7,Surgery,Unavailable
41599,Dr. Joshi,Radiology,19,Emergency,Available
41600,Dr. Gupta,Psychiatry,20,Emergency,Available
41601,Dr. Sharma,Dermatology,12,OPD,Available
41602,Dr. Mehta,Orthopedics,36,OPD,Available
41603,Dr. Mehta,Cardiology,1,General,Available
41604,Dr. Reddy,Neurology,17,General,Unavailable
41605,Dr. Khan,Orthopedics,9,Surgery,Available
41606,Dr. Joshi,Pediatrics,15,General,Unavailable
41607,Dr. Patel,Neurology,1,Surgery,Available
41608,Dr. Khan,Cardiology,10,General,Unavailable
41609,Dr. Patel,Radiology,35,Emergency,Unavailable
41610,Dr. Mehta,Psychiatry,33,General,Available
41611,Dr. Mehta,Dermatology,25,General,Available
41612,Dr. Das,Cardiology,11,Surgery,Available
41613,Dr. Mehta,Dermatology,38,OPD,Unavailable
41614,Dr. Joshi,Radiology,38,Surgery,Unavailable
41615,Dr. Reddy,Radiology,3,Surgery,Unavailable
41616,Dr. Reddy,Dermatology,31,Surgery,Available
41617,Dr. Iyer,Orthopedics,17,Emergency,Available
41618,Dr. Patel,Pediatrics,8,Surgery,Available
41619,Dr. Mehta,Radiology,23,Surgery,Available
41620,Dr. Joshi,Neurology,35,General,Unavailable
41621,Dr. Sharma,Psychiatry,15,General,Available
41622,Dr. Patel,Neurology,3,Surgery,Unavailable
41623,Dr. Mehta,Neurology,27,Surgery,Available
41624,Dr. Mehta,Psychiatry,23,General,Available
41625,Dr. Das,Radiology,26,Surgery,Unavailable
41626,Dr. Iyer,Dermatology,7,OPD,Available
41627,Dr. Singh,Neurology,25,Surgery,Unavailable
41628,Dr. Singh,Cardiology,16,General,Available
41629,Dr. Patel,Radiology,39,Surgery,Unavailable
41630,Dr. Das,Orthopedics,8,Surgery,Unavailable
41631,Dr. Khan,Radiology,33,,Available
41632,Dr. Khan,Psychiatry,0,Emergency,Unavailable
41633,Dr. Sharma,Neurology,4,Surgery,Unavailable
41634,Dr. Singh,Psychiatry,5,General,Available
41635,Dr. Patel,Psychiatry,2,Emergency,Available
41636,Dr. Mehta,Pediatrics,13,Surgery,Available
41637,Dr. Khan,Orthopedics,2,Emergency,Unavailable
41638,Dr. Gupta,Psychiatry,14,Emergency,Available
41639,Dr. Sharma,Neurology,8,General,Available
41640,Dr. Joshi,Orthopedics,17,Surgery,Available
41641,Dr. Das,Cardiology,23,Surgery,Unavailable
41642,Dr. Reddy,Dermatology,4,Surgery,Unavailable
41643,Dr. Singh,Orthopedics,30,OPD,Available
41644,Dr. Mehta,Neurology,32,OPD,Available
41645,Dr. Iyer,Cardiology,5,Emergency,Available
41646,Dr. Iyer,Pediatrics,12,Surgery,Unavailable
41647,Dr. Iyer,Orthopedics,0,Emergency,Unavailable
41648,Dr. Singh,Psychiatry,10,Surgery,Unavailable
41649,Dr. Reddy,Neurology,8,General,Unavailable
41650,Dr. Mehta,Cardiology,11,General,Available
41651,Dr. Iyer,Orthopedics,15,Surgery,Available
41652,Dr. Patel,Neurology,3,General,Unavailable
41653,Dr. Reddy,Orthopedics,27,Surgery,Unavailable
41654,Dr. Joshi,Pediatrics,39,Emergency,Available
41655,Dr. Patel,Orthopedics,39,Emergency,Unavailable
41656,Dr. Reddy,Pediatrics,25,Emergency,Unavailable
41657,Dr. Patel,Pediatrics,12,General,Available
41658,Dr. Iyer,Dermatology,4,OPD,Available
41659,Dr. Das,Orthopedics,12,General,Available
41660,Dr. Mehta,Orthopedics,1,OPD,Available
41661,Dr. Das,Orthopedics,0,Emergency,Unavailable
41662,Dr. Joshi,Cardiology,38,OPD,Unavailable
41663,Dr. Gupta,Dermatology,20,OPD,Unavailable
41664,Dr. Patel,Radiology,16,Emergency,Unavailable
41665,Dr. Patel,Neurology,28,Surgery,Unavailable
41666,Dr. Joshi,Orthopedics,13,Surgery,Available
41667,Dr. Reddy,Orthopedics,15,Surgery,Unavailable
41668,Dr. Gupta,Pediatrics,20,,Unavailable
41669,Dr. Joshi,Dermatology,10,Emergency,Available
41670,Dr. Patel,Psychiatry,30,Surgery,Available
41671,Dr. Joshi,Dermatology,12,Emergency,Available
41672,Dr. Das,Cardiology,29,OPD,Available
41673,Dr. Reddy,Dermatology,14,OPD,Unavailable
41674,Dr. Iyer,Cardiology,19,General,Unavailable
41675,Dr. Joshi,Orthopedics,15,OPD,Available
41676,Dr. Gupta,Neurology,26,General,Unavailable
41677,Dr. Das,Neurology,14,Emergency,Available
41678,Dr. Gupta,Psychiatry,2,Emergency,Unavailable
41679,Dr. Khan,Psychiatry,27,Surgery,Available
41680,Dr. Gupta,Cardiology,8,General,Available
41681,Dr. Das,Radiology,1,General,Unavailable
41682,Dr. Khan,Radiology,28,General,Unavailable
41683,Dr. Singh,Dermatology,7,General,Available
41684,Dr. Das,Dermatology,3,OPD,Available
41685,Dr. Joshi,Radiology,25,General,Available
41686,Dr. Mehta,Radiology,16,Emergency,Available
41687,Dr. Singh,Neurology,30,OPD,Unavailable
41688,Dr. Patel,Cardiology,4,Surgery,Unavailable
41689,Dr. Joshi,Neurology,20,OPD,Available
41690,Dr. Mehta,Orthopedics,24,General,Unavailable
41691,Dr. Sharma,Radiology,13,Emergency,Available
41692,Dr. Singh,Neurology,33,OPD,Available
41693,Dr. Reddy,Cardiology,11,General,Available
41694,Dr. Reddy,Psychiatry,10,Emergency,Available
41695,Dr. Khan,Pediatrics,6,General,Unavailable
41696,Dr. Das,Orthopedics,29,Surgery,Available
41697,Dr. Joshi,Radiology,31,Surgery,Available
41698,Dr. Reddy,Cardiology,14,OPD,Unavailable
41699,Dr. Singh,Orthopedics,0,OPD,Unavailable
41700,Dr. Reddy,Radiology,3,OPD,Available
41701,Dr. Patel,Radiology,28,Emergency,Unavailable
41702,Dr. Reddy,Radiology,1,Emergency,Unavailable
41703,Dr. Gupta,Radiology,39,OPD,Available
41704,Dr. Reddy,Cardiology,27,Surgery,Available
41705,Dr. Khan,Cardiology,12,Emergency,Unavailable
41706,Dr. Gupta,Cardiology,15,General,Unavailable
41707,Dr. Khan,Psychiatry,32,Surgery,Available
41708,Dr. Patel,Orthopedics,25,Emergency,Unavailable
41709,Dr. Sharma,Radiology,28,General,Unavailable
41710,Dr. Reddy,Dermatology,12,OPD,Unavailable
41711,Dr. Sharma,Psychiatry,12,Emergency,Unavailable
41712,Dr. Reddy,Psychiatry,28,Emergency,Unavailable
41713,Dr. Reddy,Radiology,32,OPD,Available
41714,Dr. Khan,Orthopedics,24,Emergency,Unavailable
41715,Dr. Reddy,Dermatology,8,General,Unavailable
41716,Dr. Reddy,Pediatrics,6,Surgery,Unavailable
41717,Dr. Joshi,Pediatrics,32,Surgery,Unavailable
41718,Dr. Khan,Cardiology,17,Emergency,Unavailable
41719,Dr. Das,Neurology,27,Emergency,Unavailable
41720,Dr. Das,Neurology,13,Emergency,Available
41721,Dr. Mehta,Pediatrics,15,General,Unavailable
41722,Dr. Gupta,Dermatology,11,General,Available
41723,Dr. Singh,Psychiatry,31,Emergency,Available
41724,Dr. Sharma,Neurology,19,Emergency,Unavailable
41725,Dr. Gupta,Psychiatry,30,Surgery,Available
41726,Dr. Khan,Radiology,1,General,Unavailable
41727,Dr. Reddy,Neurology,14,Emergency,Available
41728,Dr. Das,Pediatrics,15,Surgery,Unavailable
41729,Dr. Joshi,Radiology,18,Surgery,Available
41730,Dr. Reddy,Pediatrics,14,Emergency,Available
41731,Dr. Gupta,Orthopedics,34,Surgery,Unavailable
41732,Dr. Sharma,Pediatrics,9,General,Available
41733,Dr. Khan,Neurology,23,OPD,Unavailable
41734,Dr. Iyer,Radiology,24,General,Unavailable
41735,Dr. Khan,Radiology,12,Emergency,Unavailable
41736,Dr. Mehta,Pediatrics,30,Emergency,Unavailable
41737,Dr. Khan,Cardiology,2,Surgery,Available
41738,Dr. Khan,Cardiology,15,Surgery,Available
41739,Dr. Das,Radiology,36,OPD,Available
41740,Dr. Singh,Dermatology,20,OPD,Available
41741,Dr. Das,Dermatology,25,General,Unavailable
41742,Dr. Mehta,Psychiatry,0,Surgery,Available
41743,Dr. Khan,Psychiatry,0,General,Unavailable
41744,Dr. Sharma,Radiology,17,Surgery,Available
41745,Dr. Khan,Radiology,31,Surgery,Unavailable
41746,Dr. Das,Neurology,18,Surgery,Available
41747,Dr. Gupta,Neurology,25,Surgery,Available
41748,Dr. Iyer,Radiology,3,Emergency,Available
41749,Dr. Mehta,Orthopedics,17,Emergency,Available
41750,Dr. Mehta,Orthopedics,25,Emergency,Available
41751,Dr. Das,Dermatology,24,OPD,Unavailable
41752,Dr. Mehta,Dermatology,26,Surgery,Available
41753,Dr. Joshi,Cardiology,5,Surgery,Unavailable
41754,Dr. Mehta,Dermatology,19,OPD,Unavailable
41755,Dr. Das,Pediatrics,2,General,Unavailable
41756,Dr. Khan,Dermatology,7,Surgery,Unavailable
41757,Dr. Reddy,Orthopedics,8,Emergency,Available
41758,Dr. Das,Cardiology,19,Emergency,Unavailable
41759,Dr. Mehta,Psychiatry,4,Surgery,Unavailable
41760,Dr. Das,Psychiatry,4,Surgery,Available
41761,Dr. Joshi,Dermatology,24,Emergency,Available
41762,Dr. Patel,Pediatrics,27,Emergency,Available
41763,Dr. Gupta,Orthopedics,18,General,Available
41764,Dr. Mehta,Neurology,24,General,Available
41765,Dr. Sharma,Radiology,13,OPD,Available
41766,Dr. Reddy,Radiology,9,General,Unavailable
41767,Dr. Joshi,Psychiatry,39,General,Unavailable
41768,Dr. Reddy,Cardiology,8,OPD,Unavailable
41769,Dr. Gupta,Psychiatry,17,Surgery,Unavailable
41770,Dr. Gupta,Cardiology,37,OPD,Available
41771,Dr. Iyer,Pediatrics,33,Emergency,Available
41772,Dr. Iyer,Orthopedics,34,Surgery,Unavailable
41773,Dr. Sharma,Cardiology,6,General,Available
41774,Dr. Gupta,Neurology,3,General,Unavailable
41775,Dr. Singh,Orthopedics,17,Emergency,Unavailable
41776,Dr. Das,Pediatrics,13,OPD,Unavailable
41777,Dr. Gupta,Orthopedics,39,OPD,Unavailable
41778,Dr. Khan,Dermatology,36,General,Unavailable
41779,Dr. Gupta,Neurology,21,Surgery,Unavailable
41780,Dr. Joshi,Cardiology,39,Emergency,Unavailable
41781,Dr. Mehta,Cardiology,8,Surgery,Available
41782,Dr. Patel,Cardiology,15,General,Available
41783,Dr. Singh,Radiology,38,Surgery,Available
41784,Dr. Joshi,Cardiology,23,Emergency,Unavailable
41785,Dr. Mehta,Psychiatry,36,General,Unavailable
41786,Dr. Patel,Pediatrics,30,General,Unavailable
41787,Dr. Iyer,Dermatology,13,Emergency,Available
41788,Dr. Sharma,Dermatology,25,Emergency,Available
41789,Dr. Joshi,Psychiatry,4,General,Available
41790,Dr. Das,Psychiatry,5,,Unavailable
41791,Dr. Mehta,Pediatrics,32,General,Available
41792,Dr. Reddy,Pediatrics,34,General,Unavailable
41793,Dr. Iyer,Orthopedics,10,Emergency,Unavailable
41794,Dr. Gupta,Cardiology,11,Emergency,Available
41795,Dr. Joshi,Radiology,34,Surgery,Available
41796,Dr. Iyer,Pediatrics,33,Emergency,Unavailable
41797,Dr. Gupta,Pediatrics,12,Surgery,Unavailable
41798,Dr. Reddy,Cardiology,6,OPD,Unavailable
41799,Dr. Patel,Orthopedics,33,Emergency,Unavailable
41800,Dr. Reddy,Dermatology,2,,Unavailable
41801,Dr. Mehta,Radiology,31,General,Unavailable
41802,Dr. Patel,Orthopedics,23,OPD,Available
41803,Dr. Das,Radiology,11,OPD,Unavailable
41804,Dr. Reddy,Radiology,5,Emergency,Available
41805,Dr. Joshi,Dermatology,17,OPD,Available
41806,Dr. Reddy,Dermatology,20,General,Available
41807,Dr. Iyer,Psychiatry,4,Surgery,Available
41808,Dr. Singh,Radiology,13,Surgery,Available
41809,Dr. Joshi,Pediatrics,2,OPD,Unavailable
41810,Dr. Singh,Orthopedics,32,General,Unavailable
41811,Dr. Das,Radiology,8,OPD,Available
41812,Dr. Sharma,Dermatology,21,General,Available
41813,Dr. Reddy,Psychiatry,30,Surgery,Available
41814,Dr. Iyer,Cardiology,18,Surgery,Available
41815,Dr. Sharma,Orthopedics,10,General,Available
41816,Dr. Mehta,Pediatrics,3,General,Unavailable
41817,Dr. Singh,Dermatology,6,Surgery,Unavailable
41818,Dr. Khan,Radiology,1,Surgery,Unavailable
41819,Dr. Sharma,Psychiatry,16,OPD,Available
41820,Dr. Das,Pediatrics,26,,Available
41821,Dr. Joshi,Cardiology,35,Emergency,Unavailable
41822,Dr. Sharma,Dermatology,32,Emergency,Available
41823,Dr. Reddy,Orthopedics,8,,Available
41824,Dr. Das,Psychiatry,24,Emergency,Available
41825,Dr. Singh,Neurology,17,OPD,Available
41826,Dr. Mehta,Psychiatry,10,Emergency,Unavailable
41827,Dr. Patel,Dermatology,21,General,Unavailable
41828,Dr. Singh,Dermatology,31,General,Available
41829,Dr. Mehta,Orthopedics,16,Emergency,Available
41830,Dr. Khan,Radiology,8,Emergency,Available
41831,Dr. Singh,Dermatology,31,OPD,Unavailable
41832,Dr. Reddy,Orthopedics,34,Surgery,Unavailable
41833,Dr. Khan,Radiology,21,OPD,Available
41834,Dr. Mehta,Neurology,16,Emergency,Available
41835,Dr. Gupta,Neurology,21,Emergency,Available
41836,Dr. Sharma,Radiology,18,General,Available
41837,Dr. Iyer,Neurology,32,General,Unavailable
41838,Dr. Khan,Radiology,5,OPD,Available
41839,Dr. Gupta,Dermatology,11,General,Unavailable
41840,Dr. Singh,Pediatrics,23,General,Available
41841,Dr. Joshi,Pediatrics,14,General,Available
41842,Dr. Mehta,Psychiatry,34,OPD,Unavailable
41843,Dr. Singh,Dermatology,0,General,Unavailable
41844,Dr. Gupta,Orthopedics,29,OPD,Unavailable
41845,Dr. Reddy,Dermatology,27,OPD,Available
41846,Dr. Mehta,Orthopedics,0,Surgery,Unavailable
41847,Dr. Das,Orthopedics,17,Surgery,Unavailable
41848,Dr. Khan,Cardiology,5,OPD,Unavailable
41849,Dr. Sharma,Dermatology,29,Surgery,Unavailable
41850,Dr. Patel,Psychiatry,19,Surgery,Available
41851,Dr. Reddy,Cardiology,10,Emergency,Available
41852,Dr. Das,Psychiatry,7,Emergency,Available
41853,Dr. Iyer,Radiology,12,OPD,Available
41854,Dr. Khan,Neurology,9,OPD,Available
41855,Dr. Joshi,Cardiology,15,Emergency,Available
41856,Dr. Reddy,Cardiology,8,Emergency,Available
41857,Dr. Khan,Neurology,27,OPD,Unavailable
41858,Dr. Reddy,Neurology,15,Surgery,Available
41859,Dr. Iyer,Pediatrics,7,Emergency,Unavailable
41860,Dr. Sharma,Pediatrics,15,General,Unavailable
41861,Dr. Iyer,Pediatrics,10,Emergency,Unavailable
41862,Dr. Reddy,Cardiology,15,Surgery,Available
41863,Dr. Reddy,Radiology,5,General,Unavailable
41864,Dr. Joshi,Pediatrics,18,General,Unavailable
41865,Dr. Patel,Pediatrics,22,General,Unavailable
41866,Dr. Reddy,Cardiology,32,Emergency,Available
41867,Dr. Singh,Cardiology,16,Surgery,Unavailable
41868,Dr. Khan,Radiology,7,Surgery,Available
41869,Dr. Iyer,Pediatrics,37,Surgery,Unavailable
41870,Dr. Gupta,Pediatrics,13,General,Available
41871,Dr. Joshi,Radiology,12,OPD,Unavailable
41872,Dr. Khan,Psychiatry,13,General,Available
41873,Dr. Joshi,Orthopedics,19,General,Available
41874,Dr. Sharma,Radiology,13,OPD,Unavailable
41875,Dr. Das,Cardiology,6,Emergency,Unavailable
41876,Dr. Gupta,Radiology,17,Surgery,Unavailable
41877,Dr. Reddy,Psychiatry,34,General,Unavailable
41878,Dr. Gupta,Cardiology,39,Surgery,Available
41879,Dr. Sharma,Neurology,20,Emergency,Unavailable
41880,Dr. Gupta,Orthopedics,18,Emergency,Available
41881,Dr. Singh,Pediatrics,11,Emergency,Unavailable
41882,Dr. Patel,Psychiatry,24,Emergency,Unavailable
41883,Dr. Mehta,Dermatology,35,Surgery,Unavailable
41884,Dr. Reddy,Psychiatry,30,Surgery,Unavailable
41885,Dr. Das,Cardiology,8,General,Unavailable
41886,Dr. Singh,Dermatology,31,General,Unavailable
41887,Dr. Joshi,Pediatrics,31,Surgery,Available
41888,Dr. Sharma,Pediatrics,23,General,Available
41889,Dr. Reddy,Pediatrics,29,General,Available
41890,Dr. Sharma,Radiology,13,Emergency,Available
41891,Dr. Mehta,Cardiology,11,OPD,Unavailable
41892,Dr. Sharma,Dermatology,33,General,Unavailable
41893,Dr. Patel,Radiology,12,General,Available
41894,Dr. Mehta,Dermatology,37,Surgery,Available
41895,Dr. Mehta,Cardiology,7,Emergency,Available
41896,Dr. Sharma,Orthopedics,20,General,Unavailable
41897,Dr. Reddy,Radiology,35,General,Available
41898,Dr. Gupta,Psychiatry,28,Emergency,Available
41899,Dr. Singh,Pediatrics,37,General,Available
41900,Dr. Patel,Psychiatry,11,Emergency,Available
41901,Dr. Patel,Dermatology,33,General,Unavailable
41902,Dr. Iyer,Radiology,11,Surgery,Available
41903,Dr. Mehta,Cardiology,7,General,Unavailable
41904,Dr. Iyer,Pediatrics,5,Emergency,Unavailable
41905,Dr. Joshi,Radiology,20,General,Unavailable
41906,Dr. Sharma,Psychiatry,19,Emergency,Available
41907,Dr. Sharma,Cardiology,5,,Available
41908,Dr. Singh,Pediatrics,4,Surgery,Unavailable
41909,Dr. Iyer,Psychiatry,16,,Available
41910,Dr. Das,Orthopedics,25,General,Available
41911,Dr. Joshi,Orthopedics,28,Emergency,Unavailable
41912,Dr. Das,Dermatology,13,Surgery,Available
41913,Dr. Sharma,Orthopedics,13,General,Available
41914,Dr. Patel,Pediatrics,7,OPD,Available
41915,Dr. Sharma,Pediatrics,30,Surgery,Unavailable
41916,Dr. Gupta,Psychiatry,1,General,Available
41917,Dr. Sharma,Cardiology,13,Surgery,Unavailable
41918,Dr. Sharma,Orthopedics,12,Surgery,Available
41919,Dr. Sharma,Cardiology,27,OPD,Unavailable
41920,Dr. Singh,Neurology,13,OPD,Unavailable
41921,Dr. Iyer,Neurology,35,General,Available
41922,Dr. Gupta,Neurology,26,OPD,Unavailable
41923,Dr. Patel,Dermatology,39,OPD,Available
41924,Dr. Singh,Neurology,27,,Unavailable
41925,Dr. Joshi,Dermatology,35,Surgery,Unavailable
41926,Dr. Sharma,Neurology,6,Surgery,Available
41927,Dr. Joshi,Cardiology,15,,Available
41928,Dr. Mehta,Neurology,29,General,Unavailable
41929,Dr. Das,Psychiatry,6,Emergency,Unavailable
41930,Dr. Mehta,Radiology,19,Surgery,Available
41931,Dr. Iyer,Neurology,24,General,Unavailable
41932,Dr. Das,Cardiology,23,Surgery,Available
41933,Dr. Iyer,Radiology,16,General,Available
41934,Dr. Joshi,Dermatology,27,Surgery,Unavailable
41935,Dr. Patel,Pediatrics,7,OPD,Unavailable
41936,Dr. Joshi,Cardiology,11,Surgery,Available
41937,Dr. Gupta,Psychiatry,9,General,Unavailable
41938,Dr. Khan,Neurology,11,Surgery,Available
41939,Dr. Sharma,Orthopedics,37,Emergency,Unavailable
41940,Dr. Iyer,Pediatrics,31,,Unavailable
41941,Dr. Das,Radiology,21,Emergency,Unavailable
41942,Dr. Reddy,Dermatology,17,Emergency,Available
41943,Dr. Patel,Neurology,31,Emergency,Available
41944,Dr. Das,Cardiology,36,Emergency,Available
41945,Dr. Gupta,Psychiatry,1,Surgery,Unavailable
41946,Dr. Reddy,Radiology,10,OPD,Unavailable
41947,Dr. Gupta,Neurology,16,General,Available
41948,Dr. Das,Orthopedics,13,Emergency,Available
41949,Dr. Joshi,Neurology,7,General,Unavailable
41950,Dr. Iyer,Psychiatry,37,General,Unavailable
41951,Dr. Mehta,Orthopedics,16,Surgery,Unavailable
41952,Dr. Das,Dermatology,12,Surgery,Unavailable
41953,Dr. Reddy,Dermatology,21,Surgery,Unavailable
41954,Dr. Khan,Neurology,16,Emergency,Unavailable
41955,Dr. Reddy,Cardiology,5,General,Available
41956,Dr. Das,Radiology,29,OPD,Available
41957,Dr. Mehta,Pediatrics,5,Surgery,Available
41958,Dr. Das,Cardiology,26,OPD,Available
41959,Dr. Joshi,Dermatology,2,Surgery,Available
41960,Dr. Gupta,Psychiatry,28,OPD,Unavailable
41961,Dr. Mehta,Radiology,13,General,Unavailable
41962,Dr. Sharma,Pediatrics,32,Emergency,Available
41963,Dr. Joshi,Psychiatry,30,Emergency,Unavailable
41964,Dr. Khan,Psychiatry,31,Surgery,Unavailable
41965,Dr. Patel,Neurology,4,OPD,Unavailable
41966,Dr. Gupta,Neurology,30,OPD,Available
41967,Dr. Das,Pediatrics,4,,Unavailable
41968,Dr. Sharma,Cardiology,27,,Available
41969,Dr. Joshi,Cardiology,26,OPD,Unavailable
41970,Dr. Sharma,Cardiology,33,General,Available
41971,Dr. Mehta,Cardiology,18,OPD,Unavailable
41972,Dr. Khan,Psychiatry,10,General,Unavailable
41973,Dr. Das,Dermatology,34,Surgery,Available
41974,Dr. Sharma,Orthopedics,19,Surgery,Unavailable
41975,Dr. Joshi,Neurology,17,General,Available
41976,Dr. Reddy,Pediatrics,9,Emergency,Unavailable
41977,Dr. Patel,Psychiatry,29,Surgery,Unavailable
41978,Dr. Iyer,Pediatrics,25,Emergency,Unavailable
41979,Dr. Gupta,Orthopedics,2,Emergency,Unavailable
41980,Dr. Joshi,Cardiology,35,,Unavailable
41981,Dr. Khan,Pediatrics,21,General,Available
41982,Dr. Khan,Dermatology,35,Emergency,Unavailable
41983,Dr. Mehta,Pediatrics,8,Surgery,Available
41984,Dr. Das,Dermatology,29,Emergency,Unavailable
41985,Dr. Gupta,Pediatrics,34,General,Unavailable
41986,Dr. Singh,Radiology,35,General,Available
41987,Dr. Iyer,Dermatology,33,,Unavailable
41988,Dr. Gupta,Cardiology,15,General,Unavailable
41989,Dr. Khan,Radiology,3,OPD,Unavailable
41990,Dr. Sharma,Neurology,13,Emergency,Available
41991,Dr. Mehta,Pediatrics,30,Emergency,Unavailable
41992,Dr. Sharma,Psychiatry,22,Surgery,Available
41993,Dr. Khan,Radiology,13,General,Available
41994,Dr. Das,Psychiatry,8,OPD,Available
41995,Dr. Reddy,Pediatrics,25,Surgery,Available
41996,Dr. Das,Psychiatry,4,Emergency,Available
41997,Dr. Iyer,Orthopedics,4,Surgery,Unavailable
41998,Dr. Singh,Dermatology,18,OPD,Unavailable
41999,Dr. Reddy,Orthopedics,38,General,Available
42000,Dr. Joshi,Orthopedics,21,Surgery,Unavailable
42001,Dr. Mehta,Dermatology,29,General,Unavailable
42002,Dr. Joshi,Neurology,12,Emergency,Available
42003,Dr. Iyer,Cardiology,23,Emergency,Unavailable
42004,Dr. Patel,Pediatrics,32,OPD,Unavailable
42005,Dr. Sharma,Dermatology,33,Surgery,Available
42006,Dr. Sharma,Pediatrics,18,Emergency,Unavailable
42007,Dr. Mehta,Cardiology,34,OPD,Unavailable
42008,Dr. Khan,Neurology,6,Surgery,Available
42009,Dr. Gupta,Neurology,39,OPD,Unavailable
42010,Dr. Gupta,Orthopedics,12,General,Available
42011,Dr. Sharma,Neurology,14,,Unavailable
